slice_id,position_pct,position_decile,section_key,start_para,end_para,start_line,end_line,paragraph_count,char_len_no_punct,sentence_count,median_sentence_len,primary_function,secondary_functions,transition_hits,marker_hits,direct_reader_hits,plain_translation_hits,turn_hits,judgment_hits,scene_hits,humor_hits,fact_anchor_hits,character_pressure_hits,closure_hits,dialogue_hits,inventory_hits
FS00465,25.4,3,V002-P006-C045-S000,6086,6100,12332,12360,15,752,18,42.0,character,judgment|humor_aside|closure,2,41,23,0,1,4,1,3,1,6,2,0,0
FS00466,25.45,3,V002-P006-C045-S000,6101,6117,12362,12394,17,746,17,42,turn,narration|character|dialogue_scene,6,33,11,0,5,1,2,2,5,3,1,2,1
FS00467,25.51,3,V002-P006-C045-S000,6118,6129,12396,12418,12,651,12,45.5,judgment,closure|narration|character,1,20,2,0,1,5,0,0,6,2,3,0,1
FS00468,25.56,3,V002-P006-C045-S000,6130,6145,12420,12450,16,737,21,31,judgment,narration|humor_aside|turn,6,24,1,0,1,4,2,4,9,1,1,0,1
FS00469,25.61,3,V002-P006-C045-S000,6146,6163,12452,12486,18,738,17,28,judgment,humor_aside|character|dialogue_scene,5,20,2,1,1,4,1,4,2,3,0,2,0
FS00470,25.67,3,V002-P006-C045-S000,6164,6182,12488,12524,19,754,23,28,dialogue_scene,narration|character|explanation,5,21,0,2,2,2,2,0,5,3,1,4,0
FS00471,25.72,3,V002-P006-C045-S000,6183,6202,12526,12564,20,732,22,30.5,judgment,dialogue_scene|narration|explanation,8,19,0,2,1,3,5,0,2,1,1,4,0
FS00472,25.78,3,V002-P006-C045-S000,6203,6226,12566,12612,24,741,23,32,turn,dialogue_scene|narration|explanation,9,28,2,2,6,1,4,0,4,2,2,4,1
FS00473,25.83,3,V002-P006-C045-S000,6227,6244,12614,12648,18,694,17,44,judgment,turn|dialogue_scene|narration,5,23,4,0,3,4,5,0,3,0,0,4,0
FS00474,25.89,3,V002-P006-C045-S000,6245,6266,12650,12692,22,583,21,27,dialogue_scene,humor_aside|turn|closure,3,23,1,0,4,0,1,6,0,1,2,8,0
FS00475,25.94,3,V002-P006-C046-S000,6267,6290,12697,12743,24,733,21,37,narration,humor_aside|judgment|explanation,3,28,8,1,0,2,4,4,9,0,0,0,0
FS00476,26.0,3,V002-P006-C046-S000,6291,6310,12745,12783,20,727,24,28.0,dialogue_scene,humor_aside|narration|character,3,29,1,0,1,0,4,8,2,2,0,11,0
FS00477,26.05,3,V002-P006-C046-S000,6311,6327,12785,12817,17,698,16,32.0,narration,dialogue_scene|judgment|explanation,5,32,2,2,1,3,3,2,10,2,1,5,1
FS00478,26.11,3,V002-P006-C046-S000,6328,6341,12819,12845,14,703,16,49.0,dialogue_scene,character|turn|narration,2,19,3,0,2,0,0,0,4,3,0,6,1
FS00479,26.16,3,V002-P006-C046-S000,6342,6357,12847,12877,16,698,17,36,dialogue_scene,narration|closure|judgment,5,25,1,0,2,2,5,0,6,0,3,6,0
FS00480,26.22,3,V002-P006-C046-S000,6358,6375,12879,12913,18,721,22,27.5,turn,judgment|narration|explanation,10,21,3,1,4,3,1,0,7,1,1,0,0
FS00481,26.27,3,V002-P006-C046-S000,6376,6397,12915,12957,22,731,24,22.5,judgment,narration|turn|dialogue_scene,8,30,1,2,3,4,4,2,8,0,0,3,3
FS00482,26.32,3,V002-P006-C046-S000,6398,6414,12959,12991,17,732,21,37,humor_aside,turn|dialogue_scene|explanation,8,41,5,3,5,1,3,10,4,1,4,5,0
FS00483,26.38,3,V002-P006-C046-S000,6415,6432,12993,13027,18,747,21,32,humor_aside,dialogue_scene|narration|inventory,1,33,2,0,0,1,5,12,3,1,1,6,2
FS00484,26.43,3,V002-P006-C046-S000,6433,6456,13029,13075,24,705,22,30.5,dialogue_scene,humor_aside|closure|judgment,7,23,3,0,2,2,4,4,0,0,3,5,0
FS00485,26.49,3,V002-P006-C046-S000,6457,6474,13077,13111,18,688,20,29.5,humor_aside,turn|judgment|character,5,16,2,0,2,1,1,6,1,1,1,0,1
FS00486,26.54,3,V002-P006-C046-S000,6475,6503,13113,13169,29,756,29,19,judgment,explanation|turn|character,8,40,19,5,3,9,1,0,0,3,0,0,0
FS00487,26.6,3,V002-P006-C046-S000,6504,6528,13171,13219,25,750,29,23,judgment,closure|character|turn,4,17,3,0,1,5,1,0,0,2,5,0,0
FS00488,26.65,3,V002-P006-C046-S000,6529,6544,13221,13254,16,461,15,18,dialogue_scene,narration|turn|closure,5,23,1,0,2,1,5,2,4,0,2,5,1
FS00489,26.71,3,V002-P006-C047-S000,6545,6566,13256,13298,22,756,25,20,judgment,character|humor_aside|closure,3,26,0,0,1,6,1,4,3,4,3,2,2
FS00490,26.76,3,V002-P006-C047-S000,6567,6586,13300,13338,20,760,23,28,judgment,dialogue_scene|narration|closure,4,21,0,2,1,3,4,0,3,0,3,4,1
FS00491,26.82,3,V002-P006-C047-S000,6587,6603,13340,13372,17,725,18,35.0,character,dialogue_scene|humor_aside|narration,2,14,1,0,1,0,0,2,4,2,1,2,1
FS00492,26.87,3,V002-P006-C047-S000,6604,6624,13374,13414,21,713,22,32.0,humor_aside,dialogue_scene|turn|narration,4,30,1,1,3,1,5,8,3,1,0,6,1
FS00493,26.93,3,V002-P006-C047-S000,6625,6645,13416,13456,21,736,23,26,turn,dialogue_scene|narration|closure,5,16,1,0,4,0,3,0,3,0,1,4,0
FS00494,26.98,3,V002-P006-C047-S000,6646,6669,13458,13504,24,750,26,21.0,judgment,turn|narration|closure,7,18,3,0,2,2,5,0,0,1,2,2,1
FS00495,27.03,3,V002-P006-C047-S000,6670,6685,13506,13536,16,699,17,53,narration,,3,5,0,0,0,0,3,0,2,0,0,0,0
FS00496,27.09,3,V002-P006-C047-S000,6686,6702,13538,13570,17,757,19,46,narration,turn|humor_aside,4,17,0,0,3,0,7,2,5,0,0,0,0
FS00497,27.14,3,V002-P006-C047-S000,6703,6721,13572,13608,19,741,18,31.5,turn,humor_aside|narration|judgment,3,12,1,0,3,1,3,2,1,1,0,0,0
FS00498,27.2,3,V002-P006-C047-S000,6722,6739,13610,13644,18,703,18,39.5,humor_aside,turn|narration|dialogue_scene,6,34,0,0,5,2,5,12,6,0,1,3,0
FS00499,27.25,3,V002-P006-C047-S000,6740,6757,13646,13680,18,749,15,49,judgment,turn|humor_aside|dialogue_scene,4,23,1,0,4,4,1,4,4,0,2,3,0
FS00500,27.31,3,V002-P006-C047-S000,6758,6780,13682,13726,23,622,26,20.5,narration,turn|dialogue_scene|explanation,8,40,9,2,3,2,3,2,13,0,0,4,2
FS00501,27.36,3,V002-P007-C048-S000,6781,6798,13733,13767,18,745,20,34.0,narration,inventory|character|humor_aside,2,26,2,0,1,0,3,2,12,2,1,0,3
FS00502,27.42,3,V002-P007-C048-S000,6799,6817,13769,13805,19,741,21,30,narration,closure|turn|character,4,10,1,0,1,0,1,0,4,1,2,0,0
FS00503,27.47,3,V002-P007-C048-S000,6818,6836,13807,13843,19,751,23,32,narration,explanation|dialogue_scene,1,24,4,4,0,0,6,0,8,0,0,2,0
FS00504,27.53,3,V002-P007-C048-S000,6837,6852,13845,13875,16,741,22,33.0,narration,explanation|dialogue_scene|humor_aside,2,20,5,1,0,1,5,2,3,0,1,2,0
FS00505,27.58,3,V002-P007-C048-S000,6853,6876,13877,13923,24,736,27,25,humor_aside,dialogue_scene|turn|narration,6,36,2,0,3,1,5,10,3,2,1,8,1
FS00506,27.64,3,V002-P007-C048-S000,6877,6904,13925,13979,28,747,31,20,dialogue_scene,humor_aside|turn|narration,7,33,5,1,4,0,2,6,3,0,2,9,1
FS00507,27.69,3,V002-P007-C048-S000,6905,6920,13981,14011,16,730,15,46,humor_aside,narration|character|closure,5,30,4,1,0,1,2,10,5,3,3,1,0
FS00508,27.74,3,V002-P007-C048-S000,6921,6939,14013,14049,19,755,20,30.5,dialogue_scene,explanation|closure|humor_aside,4,23,1,3,1,1,1,2,3,1,3,7,0
FS00509,27.8,3,V002-P007-C048-S000,6940,6959,14051,14089,20,747,20,39.0,humor_aside,judgment|narration|explanation,4,14,0,1,1,2,3,4,2,0,1,0,0
FS00510,27.85,3,V002-P007-C048-S000,6960,6977,14091,14125,18,742,19,38,turn,character|dialogue_scene|narration,5,15,1,0,3,0,1,0,2,4,1,2,1
FS00511,27.91,3,V002-P007-C048-S000,6978,7008,14127,14187,31,728,30,23.0,dialogue_scene,judgment|character|inventory,0,35,2,0,0,2,1,0,2,2,0,24,2
FS00512,27.96,3,V002-P007-C048-S000,7009,7032,14189,14235,24,700,22,29.5,dialogue_scene,closure|narration,0,17,1,0,0,0,0,0,2,0,1,13,0
FS00513,28.02,3,V002-P007-C048-S000,7033,7055,14237,14281,23,737,23,26,narration,closure|dialogue_scene|judgment,6,30,5,0,2,2,5,0,5,2,4,4,1
FS00514,28.07,3,V002-P007-C049-S000,7056,7075,14286,14324,20,744,19,34,character,explanation|judgment|dialogue_scene,5,14,0,2,1,2,1,2,1,3,0,2,0
FS00515,28.13,3,V002-P007-C049-S000,7076,7100,14326,14374,25,752,27,22,explanation,narration|judgment|turn,2,11,2,2,1,1,0,0,4,0,0,1,0
FS00516,28.18,3,V002-P007-C049-S000,7101,7124,14376,14422,24,760,27,24,dialogue_scene,character|turn|narration,4,22,4,1,2,1,2,2,3,3,0,4,0
FS00517,28.24,3,V002-P007-C049-S000,7125,7145,14424,14464,21,729,21,28,turn,judgment|humor_aside|narration,4,15,1,1,3,2,1,2,3,1,1,0,0
FS00518,28.29,3,V002-P007-C049-S000,7146,7159,14466,14492,14,704,20,31.0,turn,character|closure|inventory,3,10,0,0,3,0,1,0,0,2,2,0,2
FS00519,28.35,3,V002-P007-C049-S000,7160,7181,14494,14536,22,736,23,31,turn,character|explanation|narration,4,14,0,2,3,1,2,0,2,4,0,0,0
FS00520,28.4,3,V002-P007-C049-S000,7182,7195,14538,14564,14,742,18,36.5,narration,character|explanation|judgment,5,14,2,1,1,1,5,0,0,2,1,1,0
FS00521,28.45,3,V002-P007-C049-S000,7196,7205,14566,14584,10,679,10,67.5,narration,turn|character|closure,4,10,0,0,2,0,2,0,4,1,1,0,0
FS00522,28.51,3,V002-P007-C049-S000,7206,7220,14586,14614,15,750,17,46,character,explanation|narration|judgment,2,13,2,1,1,1,2,0,2,3,1,0,0
FS00523,28.56,3,V002-P007-C049-S000,7221,7236,14616,14646,16,757,18,35.0,turn,character|closure|dialogue_scene,12,25,7,1,5,1,0,2,1,3,3,2,0
FS00524,28.62,3,V002-P007-C049-S000,7237,7253,14648,14680,17,732,17,39,turn,narration|explanation|humor_aside,7,25,2,2,5,1,4,3,3,1,1,2,1
FS00525,28.67,3,V002-P007-C049-S000,7254,7267,14682,14708,14,728,14,47.5,turn,humor_aside|narration|explanation,8,23,0,2,3,2,2,4,6,0,1,0,3
FS00526,28.73,3,V002-P007-C049-S000,7268,7280,14710,14734,13,754,13,65,turn,inventory|dialogue_scene|humor_aside,4,14,0,0,3,1,2,2,1,0,0,2,3
FS00527,28.78,3,V002-P007-C049-S000,7281,7292,14736,14758,12,751,13,49,turn,closure|narration|character,6,15,1,0,4,0,2,0,3,1,3,0,1
FS00528,28.84,3,V002-P007-C049-S000,7293,7301,14760,14776,9,702,12,55.5,dialogue_scene,closure|explanation|character,5,20,6,1,0,0,0,0,2,2,3,6,0
FS00529,28.89,3,V002-P007-C049-S000,7302,7314,14778,14802,13,680,13,38,narration,character|closure|judgment,3,28,2,0,1,2,3,2,9,4,3,0,2
FS00530,28.95,3,V002-P007-C049-S000,7315,7321,14804,14816,7,691,9,86,turn,closure|humor_aside|inventory,6,14,0,1,3,1,1,2,2,0,2,0,2
FS00531,29.0,3,V002-P007-C049-S000,7322,7328,14818,14833,7,516,6,88.0,narration,turn|closure|dialogue_scene,2,13,0,0,2,0,2,0,7,0,1,1,0
FS00532,29.06,3,V002-P007-C050-S000,7329,7335,14835,14847,7,720,8,78.0,judgment,character|humor_aside|explanation,2,11,0,1,0,2,0,2,2,2,1,0,1
FS00533,29.11,3,V002-P007-C050-S000,7336,7349,14849,14875,14,727,17,44,humor_aside,turn|character|narration,3,8,0,0,2,0,0,4,1,1,0,0,0
FS00534,29.16,3,V002-P007-C050-S000,7350,7361,14877,14899,12,746,12,62.5,humor_aside,character|closure|dialogue_scene,1,13,1,1,0,0,0,3,2,2,2,2,0
FS00535,29.22,3,V002-P007-C050-S000,7362,7370,14901,14917,9,688,10,45.5,humor_aside,character|turn|narration,2,18,0,0,2,1,2,6,2,3,1,0,1
FS00536,29.27,3,V002-P007-C050-S000,7371,7378,14919,14933,8,720,10,80.0,character,humor_aside|judgment|narration,2,19,2,1,0,2,1,4,3,4,0,1,1
FS00537,29.33,3,V002-P007-C050-S000,7379,7391,14935,14959,13,748,14,56.0,explanation,narration|dialogue_scene|humor_aside,2,15,2,2,1,0,3,2,2,1,0,2,0
FS00538,29.38,3,V002-P007-C050-S000,7392,7404,14961,14985,13,706,14,46.5,humor_aside,inventory|judgment|narration,3,17,2,0,1,2,3,4,0,0,1,1,3
FS00539,29.44,3,V002-P007-C050-S000,7405,7417,14987,15011,13,744,14,51.0,humor_aside,dialogue_scene|judgment|turn,6,34,0,1,2,2,1,20,2,0,2,3,1
FS00540,29.49,3,V002-P007-C050-S000,7418,7433,15013,15043,16,729,17,49,turn,dialogue_scene|narration|closure,6,16,1,0,3,1,3,0,2,0,2,4,0
FS00541,29.55,3,V002-P007-C050-S000,7434,7447,15045,15071,14,709,17,40,narration,humor_aside|turn|dialogue_scene,3,20,1,1,2,0,3,4,6,0,1,2,0
FS00542,29.6,3,V002-P007-C050-S000,7448,7462,15073,15101,15,759,18,38.0,humor_aside,turn|narration|dialogue_scene,4,31,3,1,4,1,3,8,5,2,0,3,1
FS00543,29.66,3,V002-P007-C050-S000,7463,7477,15103,15131,15,720,14,49.0,dialogue_scene,humor_aside|narration|explanation,3,28,1,1,1,1,2,4,4,0,2,12,0
FS00544,29.71,3,V002-P007-C051-S000,7478,7488,15136,15156,11,698,12,55.5,explanation,dialogue_scene|humor_aside|turn,7,22,5,3,2,0,1,3,2,0,2,4,0
FS00545,29.77,3,V002-P007-C051-S000,7489,7505,15158,15190,17,756,18,39.5,dialogue_scene,humor_aside|turn|narration,5,39,4,0,4,2,6,8,4,0,0,11,0
FS00546,29.82,3,V002-P007-C051-S000,7506,7520,15192,15220,15,752,19,34,humor_aside,explanation|narration|judgment,6,37,6,2,2,2,3,14,4,0,2,2,0
FS00547,29.87,3,V002-P007-C051-S000,7521,7550,15222,15280,30,740,26,25.5,humor_aside,dialogue_scene|narration|closure,0,30,6,0,0,0,2,14,1,0,1,5,1
FS00548,29.93,3,V002-P007-C051-S000,7551,7568,15282,15316,18,745,16,38.5,narration,humor_aside|turn|closure,3,23,2,1,2,1,3,4,6,0,2,2,0
FS00549,29.98,3,V002-P007-C051-S000,7569,7585,15318,15350,17,719,19,30,judgment,narration|turn|explanation,2,15,1,1,2,2,0,0,6,2,0,1,0
FS00550,30.04,3,V002-P007-C051-S000,7586,7598,15352,15376,13,665,15,43,humor_aside,dialogue_scene|narration|explanation,2,28,0,2,1,0,4,8,5,1,0,6,1
FS00551,30.09,4,V002-P007-C051-S000,7599,7614,15378,15408,16,716,16,40.0,dialogue_scene,narration|closure|explanation,2,23,4,1,1,0,4,2,2,0,2,6,1
FS00552,30.15,4,V002-P007-C051-S000,7615,7634,15410,15448,20,742,18,37.0,dialogue_scene,humor_aside|turn|closure,6,45,11,1,4,1,4,8,0,0,4,12,0
FS00553,30.2,4,V002-P007-C051-S000,7635,7651,15450,15482,17,713,19,25,dialogue_scene,humor_aside|explanation|judgment,6,58,14,2,2,2,3,14,1,0,0,20,0
FS00554,30.26,4,V002-P007-C051-S000,7652,7672,15484,15524,21,734,21,36,dialogue_scene,humor_aside|turn|narration,4,39,7,0,3,0,2,6,2,1,0,17,1
FS00555,30.31,4,V002-P007-C051-S000,7673,7687,15526,15554,15,739,16,41.0,humor_aside,turn|judgment|dialogue_scene,7,27,1,2,4,3,3,6,3,0,0,4,1
FS00556,30.37,4,V002-P007-C051-S000,7688,7700,15556,15583,13,498,11,46,character,closure|dialogue_scene|humor_aside,2,13,0,0,0,1,2,2,2,2,2,2,0
FS00557,30.42,4,V002-P007-C052-S000,7701,7715,15585,15613,15,690,15,46,dialogue_scene,turn|humor_aside|explanation,2,18,1,1,2,0,0,2,3,0,0,9,0
FS00558,30.48,4,V002-P007-C052-S000,7716,7732,15615,15647,17,732,19,32,humor_aside,explanation|narration|dialogue_scene,4,22,5,2,1,1,2,4,3,1,1,2,0
FS00559,30.53,4,V002-P007-C052-S000,7733,7747,15649,15677,15,728,16,36.0,turn,judgment|narration|closure,6,17,1,1,3,2,5,2,0,1,2,0,0
FS00560,30.58,4,V002-P007-C052-S000,7748,7761,15679,15705,14,758,16,48.5,character,turn|explanation|dialogue_scene,4,17,0,2,3,0,2,2,0,5,1,2,0
FS00561,30.64,4,V002-P007-C052-S000,7762,7774,15707,15731,13,701,14,43.0,narration,turn|dialogue_scene|judgment,4,18,1,0,3,1,6,0,3,1,1,2,0
FS00562,30.69,4,V002-P007-C052-S000,7775,7785,15733,15753,11,727,17,36,narration,dialogue_scene|closure|judgment,3,19,3,0,0,1,0,0,9,0,2,4,0
FS00563,30.75,4,V002-P007-C052-S000,7786,7807,15755,15797,22,748,22,30.0,dialogue_scene,humor_aside|character|closure,3,38,3,1,1,0,4,8,1,4,3,12,1
FS00564,30.8,4,V002-P007-C052-S000,7808,7820,15799,15823,13,672,17,35,dialogue_scene,turn|closure|narration,3,17,4,0,2,0,4,0,0,0,2,5,0
FS00565,30.86,4,V002-P007-C052-S000,7821,7836,15825,15855,16,751,18,43.0,turn,narration|explanation|humor_aside,7,27,2,1,9,0,2,2,7,1,1,0,2
FS00566,30.91,4,V002-P007-C052-S000,7837,7850,15857,15883,14,745,15,43,dialogue_scene,judgment|narration|turn,2,26,1,1,2,3,3,2,5,1,0,6,2
FS00567,30.97,4,V002-P007-C052-S000,7851,7864,15885,15911,14,691,14,47.5,dialogue_scene,humor_aside|narration|turn,2,27,2,0,1,0,3,6,3,1,1,9,1
FS00568,31.02,4,V002-P007-C052-S000,7865,7878,15913,15939,14,676,17,35,character,dialogue_scene|judgment|turn,2,21,1,0,2,2,3,2,0,6,1,4,0
FS00569,31.08,4,V002-P007-C053-S000,7879,7897,15944,15980,19,744,24,27.0,narration,dialogue_scene|inventory|turn,2,15,1,0,1,0,5,0,3,1,0,2,2
FS00570,31.13,4,V002-P007-C053-S000,7898,7923,15982,16032,26,745,22,30.0,dialogue_scene,humor_aside|turn|explanation,3,37,0,2,3,0,1,6,5,2,2,13,3
FS00571,31.19,4,V002-P007-C053-S000,7924,7946,16034,16078,23,746,26,23.5,dialogue_scene,inventory|judgment|explanation,1,15,0,1,1,2,3,0,1,1,0,3,3
FS00572,31.24,4,V002-P007-C053-S000,7947,7970,16080,16126,24,759,23,35,dialogue_scene,turn|narration|explanation,3,23,2,1,3,1,3,0,1,1,1,9,1
FS00573,31.29,4,V002-P007-C053-S000,7971,7993,16128,16172,23,760,24,30.0,dialogue_scene,humor_aside|turn|inventory,4,37,2,1,3,1,2,8,0,1,0,16,3
FS00574,31.35,4,V002-P007-C053-S000,7994,8016,16174,16218,23,738,23,34,turn,dialogue_scene|narration|closure,8,33,5,0,6,1,6,2,3,1,2,7,0
FS00575,31.4,4,V003-P008-C054-S000,8017,8034,16227,16261,18,744,17,51,dialogue_scene,humor_aside|narration|inventory,5,43,1,1,1,1,4,7,1,1,0,24,2
FS00576,31.46,4,V003-P008-C054-S000,8035,8053,16263,16299,19,755,19,31,dialogue_scene,turn|humor_aside|explanation,5,24,0,1,3,1,4,4,0,0,1,10,0
FS00577,31.51,4,V003-P008-C054-S000,8054,8072,16301,16337,19,700,20,29.5,dialogue_scene,explanation|turn|closure,5,34,1,4,3,1,0,0,4,0,4,17,0
FS00578,31.57,4,V003-P008-C054-S000,8073,8085,16339,16363,13,760,16,45.5,dialogue_scene,explanation|narration|humor_aside,2,21,0,3,1,1,1,2,5,1,1,6,0
FS00579,31.62,4,V003-P008-C054-S000,8086,8106,16365,16405,21,715,22,24.0,judgment,narration|explanation|inventory,1,15,2,1,0,4,1,0,6,0,0,0,1
FS00580,31.68,4,V003-P008-C054-S000,8107,8118,16407,16429,12,720,13,62,narration,turn|closure|humor_aside,6,26,3,1,3,0,5,2,8,0,2,0,2
FS00581,31.73,4,V003-P008-C054-S000,8119,8128,16431,16452,10,472,13,33,dialogue_scene,turn|character|closure,5,33,2,0,3,0,2,2,2,4,2,14,2
FS00582,31.79,4,V003-P008-C055-S000,8129,8148,16454,16492,20,758,21,33,humor_aside,dialogue_scene|narration|turn,2,29,2,0,2,1,2,6,6,2,1,5,2
FS00583,31.84,4,V003-P008-C055-S000,8149,8166,16494,16528,18,713,20,29.5,dialogue_scene,humor_aside|narration|turn,5,25,1,0,2,0,5,4,3,1,1,8,0
FS00584,31.9,4,V003-P008-C055-S000,8167,8176,16530,16548,10,694,12,58.0,turn,closure|character|dialogue_scene,8,18,0,0,3,1,3,2,1,2,3,2,1
FS00585,31.95,4,V003-P008-C055-S000,8177,8191,16550,16578,15,683,15,45,dialogue_scene,turn|inventory|narration,5,31,6,0,4,0,3,2,3,1,2,7,3
FS00586,32.0,4,V003-P008-C055-S000,8192,8204,16580,16604,13,680,15,45,closure,narration|turn|dialogue_scene,4,16,1,1,2,0,4,0,2,1,3,2,0
FS00587,32.06,4,V003-P008-C055-S000,8205,8218,16606,16632,14,697,16,46.0,turn,dialogue_scene|judgment|character,8,32,1,1,5,4,4,0,2,5,2,6,2
FS00588,32.11,4,V003-P008-C055-S000,8219,8229,16634,16654,11,687,15,44,turn,dialogue_scene|judgment|narration,6,23,2,0,4,2,5,2,0,1,2,3,2
FS00589,32.17,4,V003-P008-C055-S000,8230,8239,16656,16677,10,470,12,33.5,humor_aside,dialogue_scene|turn|narration,2,16,0,0,2,0,2,8,1,0,0,3,0
FS00590,32.22,4,V003-P008-C056-S000,8240,8259,16679,16717,20,642,20,28.5,dialogue_scene,judgment|closure|turn,3,34,1,0,2,3,1,0,1,0,3,23,0
FS00591,32.28,4,V003-P008-C056-S000,8260,8275,16719,16749,16,729,17,37,dialogue_scene,turn|judgment|narration,3,25,1,1,3,2,1,2,4,1,2,8,0
FS00592,32.33,4,V003-P008-C056-S000,8276,8293,16751,16785,18,746,19,35,dialogue_scene,turn|closure|humor_aside,4,32,5,0,4,0,1,2,2,1,3,14,0
FS00593,32.39,4,V003-P008-C056-S000,8294,8306,16787,16811,13,715,16,38.0,narration,dialogue_scene|judgment|turn,3,23,4,0,2,2,4,2,3,1,0,3,2
FS00594,32.44,4,V003-P008-C056-S000,8307,8327,16813,16853,21,744,22,28.5,dialogue_scene,turn|explanation|humor_aside,7,47,4,4,5,2,6,4,1,0,3,18,0
FS00595,32.5,4,V003-P008-C056-S000,8328,8347,16855,16893,20,755,22,34.0,humor_aside,dialogue_scene|judgment|turn,6,38,4,1,3,3,2,12,0,0,3,10,0
FS00596,32.55,4,V003-P008-C056-S000,8348,8361,16895,16921,14,731,15,45,dialogue_scene,judgment|turn|narration,1,20,1,1,2,2,2,0,3,1,1,6,1
FS00597,32.61,4,V003-P008-C056-S000,8362,8381,16923,16961,20,694,20,30.0,dialogue_scene,humor_aside|explanation|judgment,1,17,0,2,0,2,1,4,1,0,1,5,1
FS00598,32.66,4,V003-P008-C056-S000,8382,8394,16963,16987,13,669,15,40,turn,judgment|narration|character,6,22,0,1,5,3,4,0,1,2,2,2,2
FS00599,32.71,4,V003-P008-C056-S000,8395,8412,16989,17023,18,756,22,33.0,dialogue_scene,judgment|narration|turn,3,20,1,1,2,2,2,0,4,1,1,4,2
FS00600,32.77,4,V003-P008-C056-S000,8413,8432,17025,17063,20,746,20,38.5,dialogue_scene,judgment|turn|character,6,36,1,0,3,3,5,4,1,4,1,13,1
FS00601,32.82,4,V003-P008-C056-S000,8433,8451,17065,17101,19,703,16,48.0,dialogue_scene,closure|inventory|judgment,4,21,0,0,1,1,2,0,1,0,3,11,2
FS00602,32.88,4,V003-P008-C056-S000,8452,8470,17103,17139,19,735,19,34,dialogue_scene,humor_aside|judgment|turn,1,22,5,0,1,1,1,4,0,0,1,9,0
FS00603,32.93,4,V003-P008-C056-S000,8471,8483,17141,17165,13,707,17,37,turn,closure|dialogue_scene|judgment,5,13,2,0,2,1,3,0,0,1,2,2,0
FS00604,32.99,4,V003-P008-C056-S000,8484,8496,17167,17191,13,685,17,28,humor_aside,closure|dialogue_scene|turn,3,27,1,1,2,1,1,10,1,1,5,4,0
FS00605,33.04,4,V003-P009-C057-S000,8497,8512,17198,17228,16,760,17,48,narration,turn|dialogue_scene|humor_aside,3,33,2,0,3,1,6,4,10,1,1,4,1
FS00606,33.1,4,V003-P009-C057-S000,8513,8530,17230,17264,18,737,16,40.5,humor_aside,judgment|turn|narration,7,33,4,1,3,3,2,6,6,3,2,2,1
FS00607,33.15,4,V003-P009-C057-S000,8531,8541,17266,17286,11,712,14,39.5,narration,closure|humor_aside|explanation,5,17,1,1,1,0,4,2,4,1,3,0,0
FS00608,33.21,4,V003-P009-C057-S000,8542,8554,17288,17312,13,733,16,52.5,dialogue_scene,closure|narration|character,2,22,7,0,0,0,4,0,1,2,3,5,0
FS00609,33.26,4,V003-P009-C057-S000,8555,8569,17314,17342,15,684,17,36,character,humor_aside|narration|turn,5,25,3,1,2,1,3,4,4,5,1,0,1
FS00610,33.32,4,V003-P009-C057-S000,8570,8584,17344,17372,15,719,19,37,turn,humor_aside|character|closure,6,20,1,0,3,0,2,4,2,3,3,0,2
FS00611,33.37,4,V003-P009-C057-S000,8585,8598,17374,17400,14,728,12,66.0,dialogue_scene,narration|humor_aside|turn,4,30,2,1,2,1,2,4,8,0,2,7,1
FS00612,33.42,4,V003-P009-C057-S000,8599,8617,17402,17438,19,753,20,31.5,dialogue_scene,humor_aside|judgment|narration,1,17,3,0,1,1,1,2,2,1,1,5,0
FS00613,33.48,4,V003-P009-C057-S000,8618,8637,17440,17478,20,749,17,43,dialogue_scene,closure|explanation|inventory,2,29,3,1,0,0,1,0,1,0,2,20,1
FS00614,33.53,4,V003-P009-C057-S000,8638,8648,17480,17500,11,714,11,57,humor_aside,narration|judgment|turn,2,10,0,0,1,1,3,2,1,1,1,0,0
FS00615,33.59,4,V003-P009-C057-S000,8649,8662,17502,17528,14,741,20,33.0,dialogue_scene,humor_aside|narration|explanation,4,21,1,1,1,1,2,4,4,1,1,4,1
FS00616,33.64,4,V003-P009-C057-S000,8663,8678,17530,17560,16,712,16,40.5,turn,dialogue_scene|judgment|narration,9,29,1,0,6,3,4,2,3,2,2,6,0
FS00617,33.7,4,V003-P009-C057-S000,8679,8696,17562,17596,18,686,20,32.0,turn,dialogue_scene|narration|judgment,6,25,3,0,5,1,6,0,1,1,1,7,0
FS00618,33.75,4,V003-P009-C057-S000,8697,8711,17598,17626,15,750,18,39.5,character,dialogue_scene|humor_aside|judgment,1,16,3,0,0,1,2,2,1,4,1,2,0
FS00619,33.81,4,V003-P009-C057-S000,8712,8738,17628,17680,27,734,25,23,dialogue_scene,character|judgment|turn,3,38,1,0,3,3,6,0,0,6,2,16,1
FS00620,33.86,4,V003-P009-C057-S000,8739,8753,17682,17710,15,719,17,39,character,dialogue_scene|narration|turn,0,28,6,0,1,0,3,0,3,8,1,5,1
FS00621,33.92,4,V003-P009-C057-S000,8754,8770,17712,17744,17,758,19,41,dialogue_scene,character|closure|turn,1,24,3,0,2,1,2,2,1,3,3,6,1
FS00622,33.97,4,V003-P009-C057-S000,8771,8787,17746,17778,17,730,21,31,dialogue_scene,character|narration|closure,2,23,1,0,0,0,3,0,5,5,3,6,0
