slice_id,position_pct,position_decile,section_key,start_para,end_para,start_line,end_line,paragraph_count,char_len_no_punct,sentence_count,median_sentence_len,primary_function,secondary_functions,transition_hits,marker_hits,direct_reader_hits,plain_translation_hits,turn_hits,judgment_hits,scene_hits,humor_hits,fact_anchor_hits,character_pressure_hits,closure_hits,dialogue_hits,inventory_hits
FS01046,57.13,6,V004-P012-C094-S000,16242,16252,32807,32827,11,759,13,59,humor_aside,turn|closure|narration,10,33,2,0,4,2,3,10,4,1,4,3,0
FS01047,57.18,6,V004-P012-C094-S000,16253,16264,32829,32851,12,730,15,44,dialogue_scene,humor_aside|narration|closure,3,18,2,0,0,0,2,4,4,0,1,5,0
FS01048,57.24,6,V004-P012-C094-S000,16265,16279,32853,32881,15,739,15,48,turn,dialogue_scene|narration|closure,8,19,1,1,3,1,2,0,4,1,2,4,0
FS01049,57.29,6,V004-P012-C094-S000,16280,16294,32883,32911,15,734,16,44.5,dialogue_scene,judgment|turn|explanation,9,35,8,3,4,4,1,2,2,1,3,6,1
FS01050,57.35,6,V004-P012-C094-S000,16295,16310,32913,32943,16,738,19,40,explanation,judgment|closure|turn,10,29,4,5,2,5,0,2,3,0,6,0,2
FS01051,57.4,6,V004-P012-C094-S000,16311,16323,32945,32969,13,668,13,45,turn,dialogue_scene|narration|explanation,5,24,5,2,3,0,5,0,2,0,2,4,1
FS01052,57.45,6,V004-P012-C094-S000,16324,16339,32971,33001,16,723,17,42,turn,dialogue_scene|character|narration,7,30,9,0,6,0,5,0,1,3,0,5,1
FS01053,57.51,6,V004-P012-C094-S000,16340,16349,33003,33024,10,523,12,43.5,turn,explanation|narration|closure,6,24,8,2,4,1,2,0,3,0,2,1,1
FS01054,57.56,6,V004-P012-C095-S000,16350,16361,33026,33048,12,718,16,38.0,turn,humor_aside|judgment|closure,3,12,3,0,2,1,1,2,1,0,1,0,1
FS01055,57.62,6,V004-P012-C095-S000,16362,16371,33050,33068,10,681,10,75.0,narration,closure|dialogue_scene|humor_aside,5,19,2,1,1,0,4,2,3,0,2,2,2
FS01056,57.67,6,V004-P012-C095-S000,16372,16388,33070,33102,17,703,16,40.0,dialogue_scene,judgment|explanation|narration,4,23,6,2,1,3,0,0,5,0,0,5,1
FS01057,57.73,6,V004-P012-C095-S000,16389,16400,33104,33126,12,753,13,64,explanation,turn|narration|dialogue_scene,10,34,11,5,3,1,1,0,7,1,2,3,0
FS01058,57.78,6,V004-P012-C095-S000,16401,16422,33128,33170,22,716,20,29.0,dialogue_scene,narration|turn|character,8,37,1,0,3,1,4,2,6,4,2,12,2
FS01059,57.84,6,V004-P012-C095-S000,16423,16445,33172,33216,23,681,20,35.5,dialogue_scene,turn|judgment|narration,6,27,0,0,4,3,4,0,2,0,2,12,0
FS01060,57.89,6,V004-P012-C095-S000,16446,16461,33218,33248,16,731,18,34.0,narration,humor_aside|turn|closure,6,31,9,0,2,1,6,4,6,0,2,1,0
FS01061,57.95,6,V005-P013-C096-S000,16462,16474,33257,33281,13,719,16,40.5,closure,judgment|narration|character,5,26,8,0,0,3,1,0,4,2,6,1,1
FS01062,58.0,6,V005-P013-C096-S000,16475,16488,33283,33309,14,730,15,48,closure,dialogue_scene|explanation|narration,4,19,2,2,1,1,0,0,4,1,5,3,0
FS01063,58.06,6,V005-P013-C096-S000,16489,16502,33311,33337,14,730,20,39.0,judgment,closure|humor_aside|turn,4,13,0,0,1,3,0,2,1,1,4,1,0
FS01064,58.11,6,V005-P013-C096-S000,16503,16515,33339,33363,13,709,16,41.5,judgment,closure|dialogue_scene|narration,7,27,2,0,2,4,4,0,4,2,4,4,1
FS01065,58.16,6,V005-P013-C096-S000,16516,16527,33365,33387,12,707,15,47,turn,explanation|narration|closure,6,20,0,3,4,0,4,0,4,2,3,0,0
FS01066,58.22,6,V005-P013-C096-S000,16528,16540,33389,33413,13,746,15,51,closure,dialogue_scene|narration|turn,3,10,0,0,1,0,1,0,3,1,2,2,0
FS01067,58.27,6,V005-P013-C096-S000,16541,16555,33415,33443,15,753,15,55,turn,character|humor_aside|explanation,2,11,1,1,2,0,0,2,3,2,0,0,0
FS01068,58.33,6,V005-P013-C096-S000,16556,16570,33445,33473,15,738,18,35.5,turn,closure|humor_aside|judgment,8,12,0,0,4,1,1,2,0,0,3,0,1
FS01069,58.38,6,V005-P013-C096-S000,16571,16585,33475,33503,15,688,17,41,turn,dialogue_scene|judgment|narration,3,17,0,0,3,2,1,0,4,1,0,4,2
FS01070,58.44,6,V005-P013-C096-S000,16586,16606,33505,33545,21,756,22,26.5,dialogue_scene,character|narration|explanation,4,29,3,1,1,1,1,0,3,2,1,16,0
FS01071,58.49,6,V005-P013-C096-S000,16607,16623,33547,33579,17,737,16,41.5,dialogue_scene,narration|character|inventory,4,44,14,1,1,0,3,0,4,2,1,16,2
FS01072,58.55,6,V005-P013-C096-S000,16624,16639,33581,33611,16,740,18,40.5,judgment,dialogue_scene|turn|narration,2,24,3,1,2,5,1,2,4,0,0,6,0
FS01073,58.6,6,V005-P013-C096-S000,16640,16652,33613,33637,13,681,14,43.5,closure,judgment|narration|inventory,7,24,3,0,2,3,1,0,6,0,6,0,3
FS01074,58.66,6,V005-P013-C096-S000,16653,16669,33639,33671,17,697,17,40,dialogue_scene,humor_aside|closure|turn,2,22,4,1,2,0,2,4,1,1,3,4,0
FS01075,58.71,6,V005-P013-C096-S000,16670,16687,33673,33707,18,724,20,31.5,turn,dialogue_scene|narration|closure,4,20,2,1,4,0,5,2,0,0,2,4,0
FS01076,58.77,6,V005-P013-C096-S000,16688,16702,33709,33737,15,757,18,33.0,turn,narration|dialogue_scene|closure,5,20,1,1,3,1,6,0,1,1,2,3,1
FS01077,58.82,6,V005-P013-C096-S000,16703,16713,33739,33762,11,503,12,36.5,narration,humor_aside|explanation|turn,4,19,8,1,1,0,3,2,3,1,0,0,0
FS01078,58.87,6,V005-P013-C097-S000,16714,16724,33764,33784,11,696,14,56.0,humor_aside,dialogue_scene|judgment|turn,4,21,4,0,2,2,2,4,1,0,1,3,2
FS01079,58.93,6,V005-P013-C097-S000,16725,16735,33786,33806,11,690,14,45.0,narration,character|humor_aside|closure,4,24,0,0,1,2,1,4,8,4,3,0,1
FS01080,58.98,6,V005-P013-C097-S000,16736,16747,33808,33830,12,733,17,44,dialogue_scene,character|judgment|closure,1,22,0,1,1,2,1,1,3,4,2,6,1
FS01081,59.04,6,V005-P013-C097-S000,16748,16761,33832,33858,14,747,22,26.5,explanation,narration|dialogue_scene|humor_aside,2,20,7,2,1,0,1,2,4,0,1,2,0
FS01082,59.09,6,V005-P013-C097-S000,16762,16781,33860,33898,20,760,20,37.0,dialogue_scene,humor_aside|judgment|inventory,5,32,10,0,1,2,0,6,2,0,1,8,2
FS01083,59.15,6,V005-P013-C097-S000,16782,16796,33900,33928,15,725,14,51.0,humor_aside,character|inventory|narration,2,26,1,0,0,1,0,6,6,5,2,2,3
FS01084,59.2,6,V005-P013-C097-S000,16797,16809,33930,33954,13,669,18,32.5,character,turn|narration|closure,8,20,1,0,4,1,4,0,1,6,2,0,1
FS01085,59.26,6,V005-P013-C097-S000,16810,16820,33956,33976,11,755,16,41.0,turn,character|humor_aside|explanation,1,22,12,1,2,0,0,2,2,2,0,0,1
FS01086,59.31,6,V005-P013-C097-S000,16821,16835,33978,34006,15,736,17,46,explanation,inventory|narration|closure,8,26,7,6,0,0,3,0,2,0,2,2,4
FS01087,59.37,6,V005-P013-C097-S000,16836,16852,34008,34040,17,736,18,44.5,humor_aside,turn|closure|inventory,4,23,6,1,2,1,0,4,4,0,2,1,2
FS01088,59.42,6,V005-P013-C097-S000,16853,16865,34042,34066,13,725,13,59,narration,explanation|turn,3,13,3,1,1,0,1,0,7,0,0,0,0
FS01089,59.48,6,V005-P013-C097-S000,16866,16878,34068,34092,13,726,18,32.5,dialogue_scene,explanation|turn|closure,2,18,10,1,1,0,1,0,0,0,1,4,0
FS01090,59.53,6,V005-P013-C097-S000,16879,16889,34094,34114,11,716,17,43,narration,humor_aside|closure|inventory,4,24,3,1,1,0,3,4,7,0,2,1,2
FS01091,59.58,6,V005-P013-C097-S000,16890,16906,34116,34148,17,759,20,31.5,dialogue_scene,turn|inventory|closure,7,21,6,0,4,0,1,0,0,0,1,7,2
FS01092,59.64,6,V005-P013-C097-S000,16907,16917,34150,34170,11,746,11,56,humor_aside,closure|dialogue_scene|narration,6,25,5,1,1,1,2,4,4,1,3,3,0
FS01093,59.69,6,V005-P013-C097-S000,16918,16931,34172,34198,14,758,13,53,turn,humor_aside|narration|character,6,16,6,0,3,0,0,3,3,1,0,0,0
FS01094,59.75,6,V005-P013-C097-S000,16932,16946,34200,34228,15,689,17,40,judgment,narration|dialogue_scene|inventory,1,15,3,0,0,2,0,1,5,0,0,2,2
FS01095,59.8,6,V005-P013-C097-S000,16947,16957,34230,34250,11,669,14,44.0,turn,narration|closure|inventory,6,31,2,0,5,1,4,2,5,2,4,2,4
FS01096,59.86,6,V005-P013-C097-S000,16958,16969,34252,34274,12,729,14,47.0,narration,turn|closure|humor_aside,3,23,3,0,3,1,2,2,9,0,2,0,1
FS01097,59.91,6,V005-P013-C097-S000,16970,16983,34276,34305,14,464,13,35,dialogue_scene,turn|inventory|narration,1,10,1,0,1,0,0,0,2,0,0,5,1
FS01098,59.97,6,V005-P013-C098-S000,16984,17000,34307,34339,17,748,17,42,turn,dialogue_scene|narration|humor_aside,7,25,4,0,5,1,4,2,1,0,1,6,1
FS01099,60.02,6,V005-P013-C098-S000,17001,17017,34341,34373,17,759,20,42.0,humor_aside,turn|narration|closure,2,19,1,0,2,0,2,10,2,0,1,0,1
FS01100,60.08,7,V005-P013-C098-S000,17018,17030,34375,34399,13,750,15,52,humor_aside,closure|turn|narration,6,19,2,0,2,1,1,4,4,0,3,2,0
FS01101,60.13,7,V005-P013-C098-S000,17031,17046,34401,34431,16,716,17,43,turn,judgment|narration|closure,10,30,3,0,5,3,7,0,2,0,4,4,2
FS01102,60.19,7,V005-P013-C098-S000,17047,17063,34433,34465,17,737,16,44.5,dialogue_scene,turn|narration|judgment,6,45,2,2,5,3,5,4,5,3,0,14,2
FS01103,60.24,7,V005-P013-C098-S000,17064,17076,34467,34491,13,730,12,64.5,judgment,dialogue_scene|humor_aside|narration,7,23,0,0,2,3,4,4,2,2,2,4,0
FS01104,60.29,7,V005-P013-C098-S000,17077,17092,34493,34523,16,731,15,46,dialogue_scene,explanation|inventory|closure,6,22,2,3,0,0,2,0,1,1,2,8,3
FS01105,60.35,7,V005-P013-C098-S000,17093,17108,34525,34555,16,727,16,45.0,dialogue_scene,closure|humor_aside|narration,6,19,4,0,1,1,1,2,3,0,3,4,0
FS01106,60.4,7,V005-P013-C098-S000,17109,17118,34557,34575,10,714,11,60,dialogue_scene,inventory|turn|explanation,5,25,1,2,3,2,0,1,1,2,0,8,5
FS01107,60.46,7,V005-P013-C098-S000,17119,17134,34577,34607,16,759,16,48.5,closure,explanation|humor_aside|narration,2,26,9,2,0,0,2,3,3,0,3,2,2
FS01108,60.51,7,V005-P013-C098-S000,17135,17146,34609,34631,12,706,15,52,turn,humor_aside|explanation|narration,5,25,7,2,3,0,6,4,0,1,1,1,0
FS01109,60.57,7,V005-P013-C098-S000,17147,17161,34633,34661,15,708,17,38,narration,turn|dialogue_scene|humor_aside,4,23,3,1,2,0,8,2,2,0,1,2,2
FS01110,60.62,7,V005-P013-C099-S000,17162,17172,34666,34686,11,725,11,58,turn,narration|character|humor_aside,5,14,1,0,3,0,3,2,2,2,1,0,0
FS01111,60.68,7,V005-P013-C099-S000,17173,17185,34688,34712,13,682,16,48.5,closure,explanation|narration,1,12,4,1,0,0,0,0,2,0,5,0,0
FS01112,60.73,7,V005-P013-C099-S000,17186,17199,34714,34740,14,720,15,47,judgment,dialogue_scene|character|closure,6,31,1,1,1,6,2,2,1,4,4,8,1
FS01113,60.79,7,V005-P013-C099-S000,17200,17213,34742,34768,14,707,18,40.5,turn,narration|inventory|humor_aside,5,21,3,0,3,1,3,2,4,1,1,0,3
FS01114,60.84,7,V005-P013-C099-S000,17214,17227,34770,34796,14,752,16,45.0,humor_aside,turn|narration|explanation,4,18,2,1,3,1,3,6,1,0,0,0,1
FS01115,60.9,7,V005-P013-C099-S000,17228,17244,34798,34830,17,720,19,32,humor_aside,character|dialogue_scene|inventory,4,28,5,0,1,0,1,7,1,5,2,3,3
FS01116,60.95,7,V005-P013-C099-S000,17245,17260,34832,34862,16,757,18,44.0,turn,narration|dialogue_scene|humor_aside,2,14,0,1,2,0,3,2,2,0,0,2,2
FS01117,61.0,7,V005-P013-C099-S000,17261,17273,34864,34888,13,754,14,61.0,humor_aside,turn|narration|character,4,14,0,0,3,0,3,6,1,1,0,0,0
FS01118,61.06,7,V005-P013-C099-S000,17274,17298,34890,34938,25,738,25,16,dialogue_scene,judgment|closure|narration,6,27,2,0,1,4,2,0,6,1,4,6,1
FS01119,61.11,7,V005-P013-C099-S000,17299,17313,34940,34968,15,715,21,30,narration,judgment|character|closure,4,29,3,0,0,3,5,3,8,3,3,0,1
FS01120,61.17,7,V005-P013-C099-S000,17314,17331,34970,35004,18,745,18,42.5,dialogue_scene,explanation|turn|judgment,3,18,5,2,2,1,1,0,2,1,1,3,0
FS01121,61.22,7,V005-P013-C099-S000,17332,17348,35006,35038,17,747,18,40.5,character,dialogue_scene|judgment|turn,6,20,2,0,2,2,1,2,2,4,1,4,0
FS01122,61.28,7,V005-P013-C099-S000,17349,17363,35040,35068,15,758,16,51.0,judgment,humor_aside|explanation|turn,8,18,3,2,2,3,1,4,0,0,2,1,0
FS01123,61.33,7,V005-P013-C099-S000,17364,17376,35070,35094,13,760,15,51,humor_aside,narration|closure|turn,3,19,1,0,1,0,2,8,5,0,2,0,0
FS01124,61.39,7,V005-P013-C099-S000,17377,17396,35096,35134,20,716,22,32.0,dialogue_scene,explanation|closure|inventory,6,29,5,2,2,0,3,2,2,0,3,7,3
FS01125,61.44,7,V005-P013-C099-S000,17397,17413,35136,35168,17,732,15,51,closure,humor_aside|judgment|turn,4,14,4,0,1,1,0,2,2,0,3,1,0
FS01126,61.5,7,V005-P013-C099-S000,17414,17423,35170,35188,10,749,11,74,humor_aside,explanation|closure|dialogue_scene,6,22,2,3,0,1,1,6,3,0,2,2,2
FS01127,61.55,7,V005-P013-C099-S000,17424,17434,35190,35215,11,471,12,32.5,turn,judgment|narration|dialogue_scene,3,22,4,0,4,3,4,0,3,0,0,3,1
FS01128,61.61,7,V005-P014-C100-S000,17435,17448,35217,35243,14,634,14,47.0,turn,narration|closure|explanation,11,24,5,1,6,0,4,0,5,0,2,0,1
FS01129,61.66,7,V005-P014-C100-S000,17449,17463,35245,35273,15,757,14,42.5,humor_aside,narration|turn|dialogue_scene,5,35,7,1,3,1,3,8,8,0,1,2,1
FS01130,61.71,7,V005-P014-C100-S000,17464,17477,35275,35301,14,731,12,63.0,dialogue_scene,humor_aside|narration|closure,6,35,3,1,2,1,5,6,5,0,4,6,2
FS01131,61.77,7,V005-P014-C100-S000,17478,17492,35303,35331,15,750,18,37.5,humor_aside,explanation|narration|closure,6,30,9,2,1,1,3,7,3,0,2,0,2
FS01132,61.82,7,V005-P014-C100-S000,17493,17506,35333,35359,14,751,17,43,closure,narration|dialogue_scene|explanation,2,18,4,1,0,1,3,0,3,0,4,2,0
FS01133,61.88,7,V005-P014-C100-S000,17507,17526,35361,35399,20,750,21,31,humor_aside,turn|narration|closure,3,23,7,1,2,0,0,4,5,0,2,2,0
FS01134,61.93,7,V005-P014-C100-S000,17527,17547,35401,35441,21,745,23,25,dialogue_scene,narration|turn|humor_aside,3,35,10,1,3,0,2,4,9,0,0,6,0
FS01135,61.99,7,V005-P014-C100-S000,17548,17565,35443,35477,18,747,16,39.5,dialogue_scene,inventory|narration|humor_aside,0,23,4,0,0,0,3,2,3,1,0,7,3
FS01136,62.04,7,V005-P014-C100-S000,17566,17583,35479,35513,18,722,19,36,turn,humor_aside|narration|dialogue_scene,8,32,3,2,5,1,5,6,3,1,1,3,2
FS01137,62.1,7,V005-P014-C100-S000,17584,17597,35515,35541,14,706,17,47,narration,humor_aside|turn|closure,4,13,1,0,1,0,2,2,5,0,1,0,1
FS01138,62.15,7,V005-P014-C100-S000,17598,17611,35543,35569,14,746,17,44,closure,narration|character|explanation,6,22,2,1,0,1,4,2,4,2,4,0,2
FS01139,62.21,7,V005-P014-C100-S000,17612,17626,35571,35599,15,737,17,46,character,judgment|turn|narration,4,22,3,0,3,3,5,0,1,6,0,0,1
FS01140,62.26,7,V005-P014-C100-S000,17627,17642,35601,35631,16,714,15,47,turn,dialogue_scene|narration|judgment,6,22,5,0,3,1,6,0,1,0,1,4,1
FS01141,62.32,7,V005-P014-C100-S000,17643,17652,35633,35654,10,465,10,46.5,turn,narration|judgment|character,5,22,3,0,4,2,5,2,3,2,1,0,0
FS01142,62.37,7,V005-P014-C101-S000,17653,17664,35656,35678,12,728,17,38,closure,narration|dialogue_scene|humor_aside,5,18,1,1,1,0,3,2,2,0,4,2,2
FS01143,62.42,7,V005-P014-C101-S000,17665,17677,35680,35704,13,724,15,48,turn,explanation|judgment|closure,12,28,7,3,6,3,5,0,0,0,3,1,0
FS01144,62.48,7,V005-P014-C101-S000,17678,17697,35706,35744,20,751,22,34.0,turn,narration|humor_aside|closure,9,21,3,0,6,0,5,2,3,0,1,0,1
FS01145,62.53,7,V005-P014-C101-S000,17698,17717,35746,35784,20,748,19,33,turn,dialogue_scene|humor_aside|explanation,12,33,2,2,6,2,3,6,2,0,1,8,1
FS01146,62.59,7,V005-P014-C101-S000,17718,17733,35786,35816,16,747,16,45.5,dialogue_scene,humor_aside|explanation|narration,0,19,8,1,0,0,1,2,2,0,0,4,1
FS01147,62.64,7,V005-P014-C101-S000,17734,17747,35818,35844,14,725,15,40,judgment,turn|dialogue_scene|humor_aside,7,24,3,1,3,3,1,4,0,2,2,4,1
FS01148,62.7,7,V005-P014-C101-S000,17748,17768,35846,35886,21,740,21,32,dialogue_scene,turn|narration|inventory,5,36,2,1,3,1,2,0,6,2,1,15,3
FS01149,62.75,7,V005-P014-C101-S000,17769,17784,35888,35918,16,738,14,45.0,character,humor_aside|closure|narration,6,27,3,1,1,1,3,5,2,5,3,2,1
FS01150,62.81,7,V005-P014-C101-S000,17785,17799,35920,35948,15,732,18,30.5,turn,narration|character|dialogue_scene,2,19,3,0,3,1,3,2,3,2,0,2,0
FS01151,62.86,7,V005-P014-C101-S000,17800,17820,35950,35990,21,733,21,32,dialogue_scene,narration|turn|closure,3,18,1,0,1,0,2,0,5,0,1,7,1
FS01152,62.92,7,V005-P014-C101-S000,17821,17846,35992,36042,26,739,26,21.5,dialogue_scene,turn|explanation|closure,6,42,12,1,3,0,2,0,0,0,1,23,0
FS01153,62.97,7,V005-P014-C101-S000,17847,17860,36044,36070,14,759,18,44.5,humor_aside,explanation|turn|closure,7,22,4,3,3,1,2,6,1,0,2,0,0
FS01154,63.03,7,V005-P014-C101-S000,17861,17877,36072,36104,17,746,18,38.0,dialogue_scene,narration|judgment|closure,4,37,5,0,0,2,1,0,14,0,2,11,2
FS01155,63.08,7,V005-P014-C101-S000,17878,17887,36106,36127,10,511,8,61.5,turn,narration|closure|humor_aside,6,17,0,0,4,0,2,2,5,0,3,0,1
FS01156,63.13,7,V005-P014-C102-S000,17888,17904,36129,36161,17,746,16,49.0,humor_aside,closure|narration|explanation,3,17,4,0,0,0,2,9,0,0,2,0,0
FS01157,63.19,7,V005-P014-C102-S000,17905,17924,36163,36201,20,745,22,35.0,humor_aside,dialogue_scene|turn|explanation,7,39,8,2,4,1,4,10,2,0,2,6,0
FS01158,63.24,7,V005-P014-C102-S000,17925,17947,36203,36247,23,753,21,40,dialogue_scene,turn|judgment|narration,6,28,7,1,3,2,4,2,1,2,1,5,0
FS01159,63.3,7,V005-P014-C102-S000,17948,17968,36249,36289,21,719,22,26.0,dialogue_scene,humor_aside|narration|judgment,1,30,3,0,0,1,3,2,1,1,0,18,1
FS01160,63.35,7,V005-P014-C102-S000,17969,17985,36291,36323,17,760,21,34,turn,judgment|narration|humor_aside,5,25,6,0,4,3,3,2,3,1,1,1,1
FS01161,63.41,7,V005-P014-C102-S000,17986,18002,36325,36357,17,754,20,34.5,turn,explanation|narration|dialogue_scene,7,19,5,2,3,1,3,0,2,0,0,2,1
FS01162,63.46,7,V005-P014-C102-S000,18003,18020,36359,36393,18,742,16,50.5,turn,narration|dialogue_scene|closure,7,37,2,1,7,1,5,2,9,2,3,5,0
FS01163,63.52,7,V005-P014-C102-S000,18021,18037,36395,36427,17,696,15,52,turn,narration|dialogue_scene|humor_aside,5,32,3,1,4,1,2,4,7,3,3,4,0
FS01164,63.57,7,V005-P014-C102-S000,18038,18051,36429,36460,14,514,13,36,turn,narration|humor_aside|inventory,5,27,3,0,5,1,5,4,5,1,0,1,2
FS01165,63.63,7,V005-P015-C103-S000,18052,18072,36462,36502,21,746,22,26.0,dialogue_scene,narration|turn|explanation,3,26,10,1,2,0,0,1,7,1,0,4,0
FS01166,63.68,7,V005-P015-C103-S000,18073,18094,36504,36546,22,715,21,24,humor_aside,dialogue_scene|narration|inventory,2,31,4,1,0,1,2,10,3,1,0,7,2
FS01167,63.74,7,V005-P015-C103-S000,18095,18117,36548,36592,23,754,21,34,dialogue_scene,turn|narration|humor_aside,7,37,1,0,5,1,1,4,9,1,0,15,0
FS01168,63.79,7,V005-P015-C103-S000,18118,18142,36594,36642,25,749,20,35.5,dialogue_scene,turn|humor_aside|narration,8,36,9,0,4,1,2,4,3,0,2,11,0
FS01169,63.84,7,V005-P015-C103-S000,18143,18157,36644,36672,15,749,18,30.0,turn,narration|closure|dialogue_scene,5,20,1,1,3,1,1,2,5,1,2,2,1
FS01170,63.9,7,V005-P015-C103-S000,18158,18175,36674,36708,18,728,19,31,turn,closure|explanation|narration,7,27,7,2,5,0,3,2,2,2,3,0,1
FS01171,63.95,7,V005-P015-C103-S000,18176,18188,36710,36734,13,737,17,44,narration,turn|character|closure,4,34,9,0,4,0,1,0,12,4,3,1,0
FS01172,64.01,7,V005-P015-C103-S000,18189,18202,36736,36762,14,734,15,44,closure,inventory|narration|explanation,8,23,3,1,1,1,1,0,4,1,6,0,5
FS01173,64.06,7,V005-P015-C103-S000,18203,18216,36764,36790,14,739,14,50.0,narration,turn|dialogue_scene|explanation,7,33,7,2,3,1,3,0,7,2,2,4,2
FS01174,64.12,7,V005-P015-C103-S000,18217,18232,36792,36822,16,699,22,24.5,humor_aside,turn|dialogue_scene|explanation,1,36,15,2,3,0,0,8,5,0,0,3,0
FS01175,64.17,7,V005-P015-C103-S000,18233,18245,36824,36848,13,723,18,27.0,narration,turn|humor_aside|explanation,2,32,12,1,2,1,2,2,9,0,1,1,1
FS01176,64.23,7,V005-P015-C103-S000,18246,18260,36850,36878,15,680,14,53.5,narration,explanation|closure|humor_aside,8,34,3,3,1,0,1,4,11,0,4,3,4
FS01177,64.28,7,V005-P015-C103-S000,18261,18273,36880,36904,13,713,16,41.0,dialogue_scene,judgment|turn|humor_aside,5,26,11,0,2,2,2,2,2,0,1,3,1
FS01178,64.34,7,V005-P015-C103-S000,18274,18285,36906,36928,12,736,15,46,dialogue_scene,turn|narration|closure,3,17,4,0,2,0,3,0,2,0,2,3,1
FS01179,64.39,7,V005-P015-C103-S000,18286,18295,36930,36951,10,568,9,54,dialogue_scene,inventory|narration|turn,6,16,1,0,2,0,3,0,3,0,0,4,3
FS01180,64.45,7,V005-P015-C104-S000,18296,18307,36953,36975,12,698,13,42,humor_aside,inventory|turn|narration,5,21,3,1,2,0,1,5,4,1,1,0,3
FS01181,64.5,7,V005-P015-C104-S000,18308,18329,36977,37019,22,737,22,30.5,dialogue_scene,turn|humor_aside|closure,7,35,2,0,5,0,1,5,5,2,4,9,2
FS01182,64.55,7,V005-P015-C104-S000,18330,18350,37021,37061,21,759,19,35,dialogue_scene,turn|narration|inventory,6,25,4,0,3,1,2,0,3,1,1,8,2
FS01183,64.61,7,V005-P015-C104-S000,18351,18367,37063,37095,17,752,16,46.5,humor_aside,dialogue_scene|closure|inventory,5,26,3,0,1,1,1,8,2,0,3,5,2
FS01184,64.66,7,V005-P015-C104-S000,18368,18388,37097,37137,21,691,16,44.0,dialogue_scene,judgment|turn|explanation,2,27,9,0,1,3,1,0,0,0,0,13,0
FS01185,64.72,7,V005-P015-C104-S000,18389,18405,37139,37171,17,707,17,41,turn,humor_aside|narration|inventory,6,26,1,1,4,0,2,5,5,2,1,2,3
FS01186,64.77,7,V005-P015-C104-S000,18406,18421,37173,37203,16,719,17,41,humor_aside,turn|inventory|closure,3,22,0,0,3,1,2,6,2,0,2,2,4
FS01187,64.83,7,V005-P015-C104-S000,18422,18436,37205,37233,15,730,17,37,turn,closure|dialogue_scene|explanation,14,30,11,1,5,0,0,0,3,1,6,2,1
FS01188,64.88,7,V005-P015-C104-S000,18437,18451,37235,37263,15,748,15,34,humor_aside,narration|turn|character,3,24,2,0,3,0,4,6,5,3,0,0,1
FS01189,64.94,7,V005-P015-C104-S000,18452,18463,37265,37287,12,621,14,38.0,turn,narration|explanation|character,4,22,0,2,5,0,4,0,6,2,1,0,2
FS01190,64.99,7,V005-P015-C104-S000,18464,18477,37289,37315,14,720,15,41,humor_aside,character|turn|judgment,4,22,6,0,2,1,1,7,2,3,0,0,0
FS01191,65.05,7,V005-P015-C104-S000,18478,18487,37317,37335,10,480,12,38.0,turn,closure|dialogue_scene|narration,2,9,4,0,1,0,1,0,1,0,1,1,0
FS01192,65.1,7,V005-P015-C105-S000,18488,18504,37340,37372,17,753,19,40,narration,humor_aside|inventory|turn,1,38,7,1,2,1,3,6,11,2,0,2,3
FS01193,65.16,7,V005-P015-C105-S000,18505,18516,37374,37396,12,758,15,45,dialogue_scene,humor_aside|closure|explanation,8,30,3,2,1,0,1,6,4,2,3,8,0
FS01194,65.21,7,V005-P015-C105-S000,18517,18534,37398,37432,18,728,19,36,humor_aside,turn|narration|judgment,7,32,0,1,4,2,3,10,7,2,2,0,1
FS01195,65.26,7,V005-P015-C105-S000,18535,18548,37434,37460,14,740,14,51.0,character,turn|dialogue_scene|narration,4,22,0,1,3,1,3,0,1,9,1,2,1
FS01196,65.32,7,V005-P015-C105-S000,18549,18561,37462,37486,13,727,15,43,closure,turn|character|judgment,9,29,4,1,3,2,3,2,3,4,5,0,2
FS01197,65.37,7,V005-P015-C105-S000,18562,18581,37488,37526,20,717,20,30.5,dialogue_scene,turn|narration|closure,3,14,1,0,2,0,2,1,3,0,1,4,0
